fips,county,state_ab
40037,CREEK,OK
40039,CUSTER,OK
40041,DELAWARE,OK
40043,DEWEY,OK
40045,ELLIS,OK
40047,GARFIELD,OK
40049,GARVIN,OK
40051,GRADY,OK
40053,GRANT,OK
40055,GREER,OK
40057,HARMON,OK
40059,HARPER,OK
40061,HASKELL,OK
40063,HUGHES,OK
40065,JACKSON,OK
40067,JEFFERSON,OK
40069,JOHNSTON,OK
40071,KAY,OK
40073,KINGFISHER,OK
40075,KIOWA,OK
40077,LATIMER,OK
40079,LE FLORE,OK
40081,LINCOLN,OK
40083,LOGAN,OK
40085,LOVE,OK
40087,MCCLAIN,OK
40089,MCCURTAIN,OK
40091,MCINTOSH,OK
40093,MAJOR,OK
40095,MARSHALL,OK
40097,MAYES,OK
40099,MURRAY,OK
40101,MUSKOGEE,OK
40103,NOBLE,OK
40105,NOWATA,OK
40107,OKFUSKEE,OK
40109,OKLAHOMA,OK
40111,OKMULGEE,OK
40113,OSAGE,OK
40115,OTTAWA,OK
40117,PAWNEE,OK
40119,PAYNE,OK
40121,PITTSBURG,OK
40123,PONTOTOC,OK
40125,POTTAWATOMIE,OK
40127,PUSHMATAHA,OK
40129,ROGER MILLS,OK
40131,ROGERS,OK
40133,SEMINOLE,OK
40135,SEQUOYAH,OK
40137,STEPHENS,OK
40139,TEXAS,OK
40141,TILLMAN,OK
40143,TULSA,OK
40145,WAGONER,OK
40147,WASHINGTON,OK
40149,WASHITA,OK
40151,WOODS,OK
40153,WOODWARD,OK
41000,OREGON,
41001,BAKER,OR
41003,BENTON,OR
41005,CLACKAMAS,OR
41007,CLATSOP,OR
41009,COLUMBIA,OR
41011,COOS,OR
41013,CROOK,OR
41015,CURRY,OR
41017,DESCHUTES,OR
41019,DOUGLAS,OR
41021,GILLIAM,OR
41023,GRANT,OR
41025,HARNEY,OR
41027,HOOD RIVER,OR
41029,JACKSON,OR
41031,JEFFERSON,OR
41033,JOSEPHINE,OR
41035,KLAMATH,OR
41037,LAKE,OR
41039,LANE,OR
41041,LINCOLN,OR
41043,LINN,OR
41045,MALHEUR,OR
41047,MARION,OR
41049,MORROW,OR
41051,MULTNOMAH,OR
41053,POLK,OR
41055,SHERMAN,OR
41057,TILLAMOOK,OR
41059,UMATILLA,OR
41061,UNION,OR
41063,WALLOWA,OR
41065,WASCO,OR
41067,WASHINGTON,OR
41069,WHEELER,OR
41071,YAMHILL,OR
42000,PENNSYLVANIA,
42001,ADAMS,PA
42003,ALLEGHENY,PA
42005,ARMSTRONG,PA
42007,BEAVER,PA
42009,BEDFORD,PA
42011,BERKS,PA
42013,BLAIR,PA
42015,BRADFORD,PA
42017,BUCKS,PA
42019,BUTLER,PA
42021,CAMBRIA,PA
42023,CAMERON,PA
42025,CARBON,PA
42027,CENTRE,PA
42029,CHESTER,PA
42031,CLARION,PA
42033,CLEARFIELD,PA
42035,CLINTON,PA
42037,COLUMBIA,PA
42039,CRAWFORD,PA
42041,CUMBERLAND,PA
42043,DAUPHIN,PA
42045,DELAWARE,PA
42047,ELK,PA
42049,ERIE,PA
42051,FAYETTE,PA
42053,FOREST,PA
42055,FRANKLIN,PA
42057,FULTON,PA
42059,GREENE,PA
42061,HUNTINGDON,PA
42063,INDIANA,PA
42065,JEFFERSON,PA
42067,JUNIATA,PA
42069,LACKAWANNA,PA
42071,LANCASTER,PA
42073,LAWRENCE,PA
42075,LEBANON,PA
42077,LEHIGH,PA
42079,LUZERNE,PA
42081,LYCOMING,PA
42083,MCKEAN,PA
42085,MERCER,PA
42087,MIFFLIN,PA
42089,MONROE,PA
42091,MONTGOMERY,PA
42093,MONTOUR,PA
42095,NORTHAMPTON,PA
42097,NORTHUMBERLAND,PA
42099,PERRY,PA
42101,PHILADELPHIA,PA
42103,PIKE,PA
42105,POTTER,PA
42107,SCHUYLKILL,PA
42109,SNYDER,PA
42111,SOMERSET,PA
42113,SULLIVAN,PA
42115,SUSQUEHANNA,PA
42117,TIOGA,PA
42119,UNION,PA
42121,VENANGO,PA
42123,WARREN,PA
42125,WASHINGTON,PA
42127,WAYNE,PA
42129,WESTMORELAND,PA
42131,WYOMING,PA
42133,YORK,PA
44000,RHODE ISLAND,
44001,BRISTOL,RI
44003,KENT,RI
44005,NEWPORT,RI
44007,PROVIDENCE,RI
44009,WASHINGTON,RI
45000,SOUTH CAROLINA,
45001,ABBEVILLE,SC
45003,AIKEN,SC
45005,ALLENDALE,SC
45007,ANDERSON,SC
45009,BAMBERG,SC
45011,BARNWELL,SC
45013,BEAUFORT,SC
45015,BERKELEY,SC
45017,CALHOUN,SC
45019,CHARLESTON,SC
45021,CHEROKEE,SC
45023,CHESTER,SC
45025,CHESTERFIELD,SC
45027,CLARENDON,SC
45029,COLLETON,SC
45031,DARLINGTON,SC
45033,DILLON,SC
45035,DORCHESTER,SC
45037,EDGEFIELD,SC
45039,FAIRFIELD,SC
45041,FLORENCE,SC
45043,GEORGETOWN,SC
45045,GREENVILLE,SC
45047,GREENWOOD,SC
45049,HAMPTON,SC
45051,HORRY,SC
45053,JASPER,SC
45055,KERSHAW,SC
45057,LANCASTER,SC
45059,LAURENS,SC
45061,LEE,SC
45063,LEXINGTON,SC
45065,MCCORMICK,SC
45067,MARION,SC
45069,MARLBORO,SC
45071,NEWBERRY,SC
45073,OCONEE,SC
45075,ORANGEBURG,SC
45077,PICKENS,SC
45079,RICHLAND,SC
45081,SALUDA,SC
45083,SPARTANBURG,SC
45085,SUMTER,SC
45087,UNION,SC
45089,WILLIAMSBURG,SC
45091,YORK,SC
46000,SOUTH DAKOTA,
46003,AURORA,SD
46005,BEADLE,SD
46007,BENNETT,SD
46009,BON HOMME,SD
46011,BROOKINGS,SD
46013,BROWN,SD
46015,BRULE,SD
46017,BUFFALO,SD
46019,BUTTE,SD
46021,CAMPBELL,SD
46023,CHARLES MIX,SD
46025,CLARK,SD
46027,CLAY,SD
46029,CODINGTON,SD
46031,CORSON,SD
46033,CUSTER,SD
46035,DAVISON,SD
46037,DAY,SD
46039,DEUEL,SD
46041,DEWEY,SD
46043,DOUGLAS,SD
46045,EDMUNDS,SD
46047,FALL RIVER,SD
46049,FAULK,SD
46051,GRANT,SD
46053,GREGORY,SD
46055,HAAKON,SD
46057,HAMLIN,SD
46059,HAND,SD
46061,HANSON,SD
46063,HARDING,SD
46065,HUGHES,SD
46067,HUTCHINSON,SD
46069,HYDE,SD
46071,JACKSON,SD
46073,JERAULD,SD
46075,JONES,SD
46077,KINGSBURY,SD
46079,LAKE,SD
46081,LAWRENCE,SD
46083,LINCOLN,SD
46085,LYMAN,SD
46087,MCCOOK,SD
46089,MCPHERSON,SD
46091,MARSHALL,SD
46093,MEADE,SD
46095,MELLETTE,SD
46097,MINER,SD
46099,MINNEHAHA,SD
46101,MOODY,SD
46103,PENNINGTON,SD
46105,PERKINS,SD
46107,POTTER,SD
46109,ROBERTS,SD
46111,SANBORN,SD
46113,SHANNON,SD
46115,SPINK,SD
46117,STANLEY,SD
46119,SULLY,SD
46121,TODD,SD
46123,TRIPP,SD
46125,TURNER,SD
46127,UNION,SD
46129,WALWORTH,SD
46135,YANKTON,SD
46137,ZIEBACH,SD
47000,TENNESSEE,
47001,ANDERSON,TN
47003,BEDFORD,TN
47005,BENTON,TN
47007,BLEDSOE,TN
47009,BLOUNT,TN
47011,BRADLEY,TN
47013,CAMPBELL,TN
47015,CANNON,TN
47017,CARROLL,TN
47019,CARTER,TN
47021,CHEATHAM,TN
47023,CHESTER,TN
47025,CLAIBORNE,TN
47027,CLAY,TN
47029,COCKE,TN
47031,COFFEE,TN
47033,CROCKETT,TN
47035,CUMBERLAND,TN
47037,DAVIDSON,TN
47039,DECATUR,TN
47041,DEKALB,TN
47043,DICKSON,TN
47045,DYER,TN
47047,FAYETTE,TN
47049,FENTRESS,TN
47051,FRANKLIN,TN
47053,GIBSON,TN
47055,GILES,TN
47057,GRAINGER,TN
47059,GREENE,TN
47061,GRUNDY,TN
47063,HAMBLEN,TN
47065,HAMILTON,TN
47067,HANCOCK,TN
47069,HARDEMAN,TN
47071,HARDIN,TN
47073,HAWKINS,TN
47075,HAYWOOD,TN
47077,HENDERSON,TN
47079,HENRY,TN
47081,HICKMAN,TN
47083,HOUSTON,TN
47085,HUMPHREYS,TN
47087,JACKSON,TN
47089,JEFFERSON,TN
47091,JOHNSON,TN
47093,KNOX,TN
47095,LAKE,TN
47097,LAUDERDALE,TN
47099,LAWRENCE,TN
47101,LEWIS,TN
47103,LINCOLN,TN
47105,LOUDON,TN
47107,MCMINN,TN
47109,MCNAIRY,TN
47111,MACON,TN
47113,MADISON,TN
47115,MARION,TN
47117,MARSHALL,TN
47119,MAURY,TN
47121,MEIGS,TN
47123,MONROE,TN
47125,MONTGOMERY,TN
47127,MOORE,TN
47129,MORGAN,TN
47131,OBION,TN
47133,OVERTON,TN
47135,PERRY,TN
47137,PICKETT,TN
47139,POLK,TN
47141,PUTNAM,TN
47143,RHEA,TN
47145,ROANE,TN
47147,ROBERTSON,TN
47149,RUTHERFORD,TN
47151,SCOTT,TN
47153,SEQUATCHIE,TN
47155,SEVIER,TN
47157,SHELBY,TN
47159,SMITH,TN
47161,STEWART,TN
47163,SULLIVAN,TN
47165,SUMNER,TN
47167,TIPTON,TN
47169,TROUSDALE,TN
47171,UNICOI,TN
47173,UNION,TN
47175,VAN BUREN,TN
47177,WARREN,TN
47179,WASHINGTON,TN
47181,WAYNE,TN
47183,WEAKLEY,TN
47185,WHITE,TN
47187,WILLIAMSON,TN
47189,WILSON,TN
48000,TEXAS,
48001,ANDERSON,TX
48003,ANDREWS,TX
48005,ANGELINA,TX
48007,ARANSAS,TX
48009,ARCHER,TX
48011,ARMSTRONG,TX
48013,ATASCOSA,TX
48015,AUSTIN,TX
48017,BAILEY,TX
48019,BANDERA,TX
48021,BASTROP,TX
48023,BAYLOR,TX
48025,BEE,TX
48027,BELL,TX
48029,BEXAR,TX
48031,BLANCO,TX
48033,BORDEN,TX
48035,BOSQUE,TX
48037,BOWIE,TX
48039,BRAZORIA,TX
48041,BRAZOS,TX
48043,BREWSTER,TX
48045,BRISCOE,TX
48047,BROOKS,TX
48049,BROWN,TX
48051,BURLESON,TX
48053,BURNET,TX
48055,CALDWELL,TX
48057,CALHOUN,TX
48059,CALLAHAN,TX
48061,CAMERON,TX
48063,CAMP,TX
48065,CARSON,TX
48067,CASS,TX
48069,CASTRO,TX
48071,CHAMBERS,TX
48073,CHEROKEE,TX
48075,CHILDRESS,TX
48077,CLAY,TX
48079,COCHRAN,TX
48081,COKE,TX
48083,COLEMAN,TX
48085,COLLIN,TX
48087,COLLINGSWORTH,TX
48089,COLORADO,TX
48091,COMAL,TX
48093,COMANCHE,TX
48095,CONCHO,TX
48097,COOKE,TX
48099,CORYELL,TX
48101,COTTLE,TX
48103,CRANE,TX
48105,CROCKETT,TX
48107,CROSBY,TX
48109,CULBERSON,TX
48111,DALLAM,TX
48113,DALLAS,TX
48115,DAWSON,TX
48117,DEAF SMITH,TX
48119,DELTA,TX
48121,DENTON,TX
48123,DEWITT,TX
48125,DICKENS,TX
48127,DIMMIT,TX
48129,DONLEY,TX
48131,DUVAL,TX
48133,EASTLAND,TX
48135,ECTOR,TX
48137,EDWARDS,TX
48139,ELLIS,TX
48141,EL PASO,TX
48143,ERATH,TX
48145,FALLS,TX
48147,FANNIN,TX
48149,FAYETTE,TX
48151,FISHER,TX
48153,FLOYD,TX
48155,FOARD,TX
48157,FORT BEND,TX
48159,FRANKLIN,TX
48161,FREESTONE,TX
48163,FRIO,TX
48165,GAINES,TX
48167,GALVESTON,TX
48169,GARZA,TX
48171,GILLESPIE,TX
48173,GLASSCOCK,TX
48175,GOLIAD,TX
48177,GONZALES,TX
48179,GRAY,TX
48181,GRAYSON,TX
48183,GREGG,TX
48185,GRIMES,TX
48187,GUADALUPE,TX
48189,HALE,TX
48191,HALL,TX
48193,HAMILTON,TX
48195,HANSFORD,TX
48197,HARDEMAN,TX
48199,HARDIN,TX
48201,HARRIS,TX
48203,HARRISON,TX
48205,HARTLEY,TX
48207,HASKELL,TX
48209,HAYS,TX
48211,HEMPHILL,TX
48213,HENDERSON,TX
48215,HIDALGO,TX
48217,HILL,TX
48219,HOCKLEY,TX
48221,HOOD,TX
48223,HOPKINS,TX
48225,HOUSTON,TX
48227,HOWARD,TX
48229,HUDSPETH,TX
48231,HUNT,TX
48233,HUTCHINSON,TX
48235,IRION,TX
48237,JACK,TX
48239,JACKSON,TX
48241,JASPER,TX
48243,JEFF DAVIS,TX
48245,JEFFERSON,TX
48247,JIM HOGG,TX
48249,JIM WELLS,TX
48251,JOHNSON,TX
48253,JONES,TX
48255,KARNES,TX
48257,KAUFMAN,TX
48259,KENDALL,TX
48261,KENEDY,TX
48263,KENT,TX
48265,KERR,TX
48267,KIMBLE,TX
48269,KING,TX
48271,KINNEY,TX
48273,KLEBERG,TX
48275,KNOX,TX
48277,LAMAR,TX
48279,LAMB,TX
48281,LAMPASAS,TX
48283,LA SALLE,TX
48285,LAVACA,TX
48287,LEE,TX
48289,LEON,TX
48291,LIBERTY,TX
48293,LIMESTONE,TX
48295,LIPSCOMB,TX
48297,LIVE OAK,TX
48299,LLANO,TX
48301,LOVING,TX
48303,LUBBOCK,TX
48305,LYNN,TX
48307,MCCULLOCH,TX
48309,MCLENNAN,TX
48311,MCMULLEN,TX
48313,MADISON,TX
48315,MARION,TX
48317,MARTIN,TX
48319,MASON,TX
48321,MATAGORDA,TX
48323,MAVERICK,TX
48325,MEDINA,TX
48327,MENARD,TX
48329,MIDLAND,TX
48331,MILAM,TX
48333,MILLS,TX
48335,MITCHELL,TX
48337,MONTAGUE,TX
48339,MONTGOMERY,TX
48341,MOORE,TX
48343,MORRIS,TX
48345,MOTLEY,TX
48347,NACOGDOCHES,TX
48349,NAVARRO,TX
48351,NEWTON,TX
48353,NOLAN,TX
48355,NUECES,TX
48357,OCHILTREE,TX
48359,OLDHAM,TX
48361,ORANGE,TX
48363,PALO PINTO,TX
48365,PANOLA,TX
48367,PARKER,TX
48369,PARMER,TX
48371,PECOS,TX
48373,POLK,TX
48375,POTTER,TX
48377,PRESIDIO,TX
48379,RAINS,TX
48381,RANDALL,TX
48383,REAGAN,TX
48385,REAL,TX
48387,RED RIVER,TX
48389,REEVES,TX
48391,REFUGIO,TX
48393,ROBERTS,TX
48395,ROBERTSON,TX
48397,ROCKWALL,TX
48399,RUNNELS,TX
48401,RUSK,TX
48403,SABINE,TX
48405,SAN AUGUSTINE,TX
48407,SAN JACINTO,TX
48409,SAN PATRICIO,TX
48411,SAN SABA,TX
48413,SCHLEICHER,TX
48415,SCURRY,TX
48417,SHACKELFORD,TX
48419,SHELBY,TX
48421,SHERMAN,TX
48423,SMITH,TX
48425,SOMERVELL,TX
48427,STARR,TX
48429,STEPHENS,TX
48431,STERLING,TX
48433,STONEWALL,TX
48435,SUTTON,TX
48437,SWISHER,TX
48439,TARRANT,TX
48441,TAYLOR,TX
48443,TERRELL,TX
48445,TERRY,TX
48447,THROCKMORTON,TX
48449,TITUS,TX
48451,TOM GREEN,TX
48453,TRAVIS,TX
48455,TRINITY,TX
48457,TYLER,TX
48459,UPSHUR,TX
48461,UPTON,TX
48463,UVALDE,TX
48465,VAL VERDE,TX
48467,VAN ZANDT,TX
48469,VICTORIA,TX
48471,WALKER,TX
48473,WALLER,TX
48475,WARD,TX
48477,WASHINGTON,TX
48479,WEBB,TX
48481,WHARTON,TX
48483,WHEELER,TX
48485,WICHITA,TX
48487,WILBARGER,TX
48489,WILLACY,TX
48491,WILLIAMSON,TX
48493,WILSON,TX
48495,WINKLER,TX
48497,WISE,TX
48499,WOOD,TX
48501,YOAKUM,TX
48503,YOUNG,TX
48505,ZAPATA,TX
48507,ZAVALA,TX
49000,UTAH,
49001,BEAVER,UT
49003,BOX ELDER,UT
49005,CACHE,UT
49007,CARBON,UT
49009,DAGGETT,UT
49011,DAVIS,UT
49013,DUCHESNE,UT
49015,EMERY,UT
49017,GARFIELD,UT
49019,GRAND,UT
49021,IRON,UT
49023,JUAB,UT
49025,KANE,UT
49027,MILLARD,UT
49029,MORGAN,UT
49031,PIUTE,UT
49033,RICH,UT
49035,SALT LAKE,UT
49037,SAN JUAN,UT
49039,SANPETE,UT
49041,SEVIER,UT
49043,SUMMIT,UT
49045,TOOELE,UT
49047,UINTAH,UT
49049,UTAH,UT
49051,WASATCH,UT
49053,WASHINGTON,UT
49055,WAYNE,UT
49057,WEBER,UT
50000,VERMONT,
50001,ADDISON,VT
50003,BENNINGTON,VT
50005,CALEDONIA,VT
50007,CHITTENDEN,VT
50009,ESSEX,VT
50011,FRANKLIN,VT
50013,GRAND ISLE,VT
50015,LAMOILLE,VT
50017,ORANGE,VT
50019,ORLEANS,VT
50021,RUTLAND,VT
50023,WASHINGTON,VT
50025,WINDHAM,VT
50027,WINDSOR,VT
51000,VIRGINIA,
51001,ACCOMACK,VA
51003,ALBEMARLE,VA
51005,ALLEGHANY,VA
51007,AMELIA,VA
51009,AMHERST,VA
51011,APPOMATTOX,VA
51013,ARLINGTON,VA
51015,AUGUSTA,VA
51017,BATH,VA
51019,BEDFORD,VA
51021,BLAND,VA
51023,BOTETOURT,VA
51025,BRUNSWICK,VA
51027,BUCHANAN,VA
51029,BUCKINGHAM,VA
51031,CAMPBELL,VA
51033,CAROLINE,VA
51035,CARROLL,VA
51036,CHARLES CITY,VA
51037,CHARLOTTE,VA
51041,CHESTERFIELD,VA
51043,CLARKE,VA
51045,CRAIG,VA
51047,CULPEPER,VA
51049,CUMBERLAND,VA
51051,DICKENSON,VA
51053,DINWIDDIE,VA
51057,ESSEX,VA
51059,FAIRFAX,VA
51061,FAUQUIER,VA
51063,FLOYD,VA
51065,FLUVANNA,VA
51067,FRANKLIN,VA
51069,FREDERICK,VA
51071,GILES,VA
51073,GLOUCESTER,VA
51075,GOOCHLAND,VA
51077,GRAYSON,VA
51079,GREENE,VA
51081,GREENSVILLE,VA
51083,HALIFAX,VA
51085,HANOVER,VA
51087,HENRICO,VA
51089,HENRY,VA
51091,HIGHLAND,VA
51093,ISLE OF WIGHT,VA
51095,JAMES CITY,VA
51097,KING AND QUEEN,VA
51099,KING GEORGE,VA
51101,KING WILLIAM,VA
51103,LANCASTER,VA
51105,LEE,VA
51107,LOUDOUN,VA
51109,LOUISA,VA
51111,LUNENBURG,VA
51113,MADISON,VA
51115,MATHEWS,VA
51117,MECKLENBURG,VA
51119,MIDDLESEX,VA
51121,MONTGOMERY,VA
51125,NELSON,VA
51127,NEW KENT,VA
51131,NORTHAMPTON,VA
51133,NORTHUMBERLAND,VA
51135,NOTTOWAY,VA
51137,ORANGE,VA
51139,PAGE,VA
51141,PATRICK,VA
51143,PITTSYLVANIA,VA
51145,POWHATAN,VA
51147,PRINCE EDWARD,VA
51149,PRINCE GEORGE,VA
51153,PRINCE WILLIAM,VA
51155,PULASKI,VA
51157,RAPPAHANNOCK,VA
51159,RICHMOND,VA
51161,ROANOKE,VA
51163,ROCKBRIDGE,VA
51165,ROCKINGHAM,VA
51167,RUSSELL,VA
51169,SCOTT,VA
51171,SHENANDOAH,VA
51173,SMYTH,VA
51175,SOUTHAMPTON,VA
51177,SPOTSYLVANIA,VA
51179,STAFFORD,VA
51181,SURRY,VA
51183,SUSSEX,VA
51185,TAZEWELL,VA
51187,WARREN,VA
51191,WASHINGTON,VA
51193,WESTMORELAND,VA
51195,WISE,VA
51197,WYTHE,VA
51199,YORK,VA
51510,ALEXANDRIA CITY,VA
51515,BEDFORD CITY,VA
51520,BRISTOL CITY,VA
51530,BUENA VISTA CITY,VA
51540,CHARLOTTESVILLE CITY,VA
51550,CHESAPEAKE CITY,VA
51570,COLONIAL HEIGHTS CITY,VA
51580,COVINGTON CITY,VA
51590,DANVILLE CITY,VA
51595,EMPORIA CITY,VA
51600,FAIRFAX CITY,VA
51610,FALLS CHURCH CITY,VA
51620,FRANKLIN CITY,VA
51630,FREDERICKSBURG CITY,VA
51640,GALAX CITY,VA
51650,HAMPTON CITY,VA
51660,HARRISONBURG CITY,VA
51670,HOPEWELL CITY,VA
51678,LEXINGTON CITY,VA
51680,LYNCHBURG CITY,VA
51683,MANASSAS CITY,VA
51685,MANASSAS PARK CITY,VA
51690,MARTINSVILLE CITY,VA
51700,NEWPORT NEWS CITY,VA
51710,NORFOLK CITY,VA
51720,NORTON CITY,VA
51730,PETERSBURG CITY,VA
51735,POQUOSON CITY,VA
51740,PORTSMOUTH CITY,VA
51750,RADFORD CITY,VA
51760,RICHMOND CITY,VA
51770,ROANOKE CITY,VA
51775,SALEM CITY,VA
51790,STAUNTON CITY,VA
51800,SUFFOLK CITY,VA
51810,VIRGINIA BEACH CITY,VA
51820,WAYNESBORO CITY,VA
51830,WILLIAMSBURG CITY,VA
51840,WINCHESTER CITY,VA
53000,WASHINGTON,
53001,ADAMS,WA
53003,ASOTIN,WA
53005,BENTON,WA
53007,CHELAN,WA
53009,CLALLAM,WA
53011,CLARK,WA
53013,COLUMBIA,WA
53015,COWLITZ,WA
53017,DOUGLAS,WA
53019,FERRY,WA
53021,FRANKLIN,WA
53023,GARFIELD,WA
53025,GRANT,WA
53027,GRAYS HARBOR,WA
53029,ISLAND,WA
53031,JEFFERSON,WA
53033,KING,WA
53035,KITSAP,WA
53037,KITTITAS,WA
53039,KLICKITAT,WA
53041,LEWIS,WA
53043,LINCOLN,WA
53045,MASON,WA
53047,OKANOGAN,WA
53049,PACIFIC,WA
53051,PEND OREILLE,WA
53053,PIERCE,WA
53055,SAN JUAN,WA
53057,SKAGIT,WA
53059,SKAMANIA,WA
53061,SNOHOMISH,WA
53063,SPOKANE,WA
53065,STEVENS,WA
53067,THURSTON,WA
53069,WAHKIAKUM,WA
53071,WALLA WALLA,WA
53073,WHATCOM,WA
53075,WHITMAN,WA
53077,YAKIMA,WA
54000,WEST VIRGINIA,
54001,BARBOUR,WV
54003,BERKELEY,WV
54005,BOONE,WV
54007,BRAXTON,WV
54009,BROOKE,WV
54011,CABELL,WV
54013,CALHOUN,WV
54015,CLAY,WV
54017,DODDRIDGE,WV
54019,FAYETTE,WV
54021,GILMER,WV
54023,GRANT,WV
54025,GREENBRIER,WV
54027,HAMPSHIRE,WV
54029,HANCOCK,WV
54031,HARDY,WV
54033,HARRISON,WV
54035,JACKSON,WV
54037,JEFFERSON,WV
54039,KANAWHA,WV
54041,LEWIS,WV
54043,LINCOLN,WV
54045,LOGAN,WV
54047,MCDOWELL,WV
54049,MARION,WV
54051,MARSHALL,WV
54053,MASON,WV
54055,MERCER,WV
54057,MINERAL,WV
54059,MINGO,WV
54061,MONONGALIA,WV
54063,MONROE,WV
54065,MORGAN,WV
54067,NICHOLAS,WV
54069,OHIO,WV
54071,PENDLETON,WV
54073,PLEASANTS,WV
54075,POCAHONTAS,WV
54077,PRESTON,WV
54079,PUTNAM,WV
54081,RALEIGH,WV
54083,RANDOLPH,WV
54085,RITCHIE,WV
54087,ROANE,WV
54089,SUMMERS,WV
54091,TAYLOR,WV
54093,TUCKER,WV
54095,TYLER,WV
54097,UPSHUR,WV
54099,WAYNE,WV
54101,WEBSTER,WV
54103,WETZEL,WV
54105,WIRT,WV
54107,WOOD,WV
54109,WYOMING,WV
55000,WISCONSIN,
55001,ADAMS,WI
55003,ASHLAND,WI
55005,BARRON,WI
55007,BAYFIELD,WI
55009,BROWN,WI
55011,BUFFALO,WI
55013,BURNETT,WI
55015,CALUMET,WI
55017,CHIPPEWA,WI
55019,CLARK,WI
55021,COLUMBIA,WI
55023,CRAWFORD,WI
55025,DANE,WI
55027,DODGE,WI
55029,DOOR,WI
55031,DOUGLAS,WI
55033,DUNN,WI
55035,EAU CLAIRE,WI
55037,FLORENCE,WI
55039,FOND DU LAC,WI
55041,FOREST,WI
55043,GRANT,WI
55045,GREEN,WI
55047,GREEN LAKE,WI
55049,IOWA,WI
55051,IRON,WI
55053,JACKSON,WI
55055,JEFFERSON,WI
55057,JUNEAU,WI
55059,KENOSHA,WI
55061,KEWAUNEE,WI
55063,LA CROSSE,WI
55065,LAFAYETTE,WI
55067,LANGLADE,WI
55069,LINCOLN,WI
55071,MANITOWOC,WI
55073,MARATHON,WI
55075,MARINETTE,WI
55077,MARQUETTE,WI
55078,MENOMINEE,WI
55079,MILWAUKEE,WI
55081,MONROE,WI
55083,OCONTO,WI
55085,ONEIDA,WI
55087,OUTAGAMIE,WI
55089,OZAUKEE,WI
55091,PEPIN,WI
55093,PIERCE,WI
55095,POLK,WI
55097,PORTAGE,WI
55099,PRICE,WI
55101,RACINE,WI
55103,RICHLAND,WI
55105,ROCK,WI
55107,RUSK,WI
55109,ST. CROIX,WI
55111,SAUK,WI
55113,SAWYER,WI
55115,SHAWANO,WI
55117,SHEBOYGAN,WI
55119,TAYLOR,WI
55121,TREMPEALEAU,WI
55123,VERNON,WI
55125,VILAS,WI
55127,WALWORTH,WI
55129,WASHBURN,WI
55131,WASHINGTON,WI
55133,WAUKESHA,WI
55135,WAUPACA,WI
55137,WAUSHARA,WI
55139,WINNEBAGO,WI
55141,WOOD,WI
56000,WYOMING,
56001,ALBANY,WY
56003,BIG HORN,WY
56005,CAMPBELL,WY
56007,CARBON,WY
56009,CONVERSE,WY
56011,CROOK,WY
56013,FREMONT,WY
56015,GOSHEN,WY
56017,HOT SPRINGS,WY
56019,JOHNSON,WY
56021,LARAMIE,WY
56023,LINCOLN,WY
56025,NATRONA,WY
56027,NIOBRARA,WY
56029,PARK,WY
56031,PLATTE,WY
56033,SHERIDAN,WY
56035,SUBLETTE,WY
56037,SWEETWATER,WY
56039,TETON,WY
56041,UINTA,WY
56043,WASHAKIE,WY
56045,WESTON,WY
